Name,Model,Date of assembly,Price,Brand,KM Driven,Fuel Type,Body Type,Seat capicity,No. of prev owners,Transmission,city
2017 Used Hyundai Tucson in Jaipur,Tucson [2016-2020],2017,1445000,Hyundai,65000,Diesel,SUV,5,First Owner,Automatic,rajsamand
2014 Used Mahindra XUV500 in Jaipur,XUV500 [2015-2018],2014,545000,Mahindra,114000,Diesel,SUV,7,First Owner,Manual,rajsamand
2017 Used Mahindra XUV500 in Jaipur,XUV500 [2015-2018],2017,880000,Mahindra,115000,Diesel,SUV,7,First Owner,Manual,rajsamand
2014 Used Chevrolet Enjoy in Jaipur,Enjoy,2014,355000,Chevrolet,90000,Diesel,SUV,8,Second Owner,Manual,rajsamand
2014 Used Mahindra XUV500 in Jaipur,XUV500 [2011-2015],2014,545000,Mahindra,125000,Diesel,SUV,7,First Owner,Manual,rajsamand
2017 Used Hyundai i20 Active in Jaipur,i20 Active [2015-2018],2017,580000,Hyundai,87000,Petrol,Hatchback,5,First Owner,Manual,rajsamand
2011 Used BMW 5-Series in Jaipur,5 Series [2010-2013],2011,795000,BMW,125000,Diesel,Sedan,5,Second Owner,Automatic,rajsamand
2013 Used Audi A6 in Jaipur,A6[2011-2015],2013,690000,Audi,118000,Diesel,Sedan,5,Third Owner,Automatic,rajsamand
2018 Used Volkswagen Ameo in Jaipur,Ameo,2018,490000,Volkswagen,94000,Petrol,CompactSedan,5,First Owner,Manual,rajsamand
2018 Used Datsun Go in Jaipur,GO,2018,280000,Datsun,50000,Petrol,Hatchback,5,First Owner,Manual,rajsamand
2014 Used Volkswagen Polo in Jaipur,Polo [2012-2014],2014,390000,Volkswagen,50000,Petrol,Hatchback,5,First Owner,Manual,rajsamand
2018 Used Ford Ecosport in Jaipur,EcoSport [2013-2015],2018,621000,Ford,75000,Diesel,SUV,5,First Owner,Manual,rajsamand
2018 Used Maruti Suzuki Baleno in Jaipur,Baleno [2015-2019],2018,549000,Maruti Suzuki,77000,Petrol,Hatchback,5,First Owner,Manual,rajsamand
2015 Used Tata Safari in Jaipur,Safari Storme [2012-2015],2015,580000,Tata,127000,Diesel,SUV,7,Second Owner,Manual,rajsamand
2021 Used Kia Sonet in Jaipur,Sonet [2020-2022],2021,921000,Kia,86000,Diesel,CompactSuv,5,First Owner,Automatic (TC),rajsamand
2017 Used Maruti Suzuki Ignis in Jaipur,Ignis [2017-2019],2017,450000,Maruti Suzuki,50000,Petrol,Hatchback,5,First Owner,Manual,rajsamand
2018 Used Hyundai Creta in Jaipur,Creta [2017-2018],2018,821000,Hyundai,90000,Diesel,SUV,5,First Owner,Manual,rajsamand
2013 Used Mahindra Scorpio in Sonbhadra,Scorpio [2009-2014],2013,400000,Mahindra,150000,Diesel,SUV,5,First Owner ,Manual,sonbhadra
2019 Used Hyundai Venue in Sonbhadra,Venue [2019-2022],2019,565000,Hyundai,65450,Petrol,SUV,5,Second Owner ,Manual,sonbhadra
2018 Used Ford Ecosport in Sonbhadra,EcoSport [2017-2019],2018,800000,Ford,54000,Diesel,SUV,5,First Owner ,Manual,sonbhadra
2014 Used Chevrolet Enjoy in Sonbhadra,Enjoy,2014,220000,Chevrolet,123000,Diesel,SUV,8,Second Owner ,Manual,sonbhadra
2020 Used Ford Aspire in Sonbhadra,Aspire,2020,585000,Ford,25000,Diesel,CompactSedan,5,First Owner ,Manual,sonbhadra
2009 Used Maruti Suzuki Ritz in Sonbhadra,Ritz [2009-2012],2009,90000,Maruti Suzuki,65000,Petrol,Hatchback,5,First Owner ,Manual,sonbhadra
2013 Used Maruti Suzuki Swift in Sonbhadra,Swift [2011-2014],2013,350000,Maruti Suzuki,78000,Diesel,Hatchback,5,Second Owner ,Manual,sonbhadra
2006 Used Maruti Suzuki Alto in Sonbhadra,Alto [2005-2010],2006,200000,Maruti Suzuki,62000,Petrol,Hatchback,5,First Owner ,Manual,sonbhadra
2018 Used Ford Aspire in Sonbhadra,Aspire,2018,380000,Ford,110000,Diesel,CompactSedan,5,First Owner ,Manual,sonbhadra
2018 Used Mahindra Scorpio in Sonbhadra,Scorpio 2021,2018,1000000,Mahindra,225000,Diesel,SUV,7,First Owner ,Manual,sonbhadra
2022 Used Kia Sonet in Sonbhadra,Sonet [2020-2022],2022,950000,Kia,46000,Diesel,CompactSuv,5,First Owner ,Manual,sonbhadra
2018 Used Mahindra TUV300 in Sonbhadra,TUV300 [2015-2019],2018,600000,Mahindra,71653,Diesel,SUV,7,Second Owner ,Manual,sonbhadra
2017 Used Force Motors One in Sonbhadra,Force One,2017,400000,Force Motors,78200,Diesel,SUV,7,First Owner ,Manual,sonbhadra
2012 Used Honda Jazz in Sonbhadra,Jazz [2011-2013],2012,100000,Honda,103000,Petrol,Hatchback,5,Third Owner ,Manual,sonbhadra
2009 Used Mahindra Xylo in Sonbhadra,Xylo [2009-2012],2009,200000,Mahindra,187500,Diesel,SUV,7,4 or More Owners,Manual,sonbhadra
2019 Used Tata Tiago in Sonbhadra,Tiago [2016-2020],2019,320000,Tata,93000,Diesel,Hatchback,5,First Owner ,Manual,sonbhadra
2010 Used Honda City in Sonbhadra,City [2008-2011],2010,225000,Honda,96000,Petrol,Sedan,5,Third Owner ,Manual,sonbhadra
2022 Used Renault Kwid in Sonbhadra,Kwid [2019-2022],2022,300000,Renault,22222,Petrol,Hatchback,5,Second Owner ,Manual,sonbhadra
2021 Used Toyota Urban Cruiser in Sonbhadra,Urban Cruiser,2021,750000,Toyota,95000,Petrol,CompactSuv,5,First Owner ,Automatic (TC),sonbhadra
2022 Used Maruti Suzuki Vitara Brezza in Sonbhadra,Brezza,2022,825000,Maruti Suzuki,42000,Petrol,CompactSuv,5,First Owner ,Manual,sonbhadra
2010 Used Maruti Suzuki Swift DZire in Sonbhadra,Swift Dzire [2008-2010],2010,250000,Maruti Suzuki,66000,Petrol,Sedan,5,Second Owner ,Manual,sonbhadra
2012 Used Maruti Suzuki Alto in Sonbhadra,Alto [2010-2013],2012,70000,Maruti Suzuki,100000,Petrol,Hatchback,5,Third Owner ,Manual,sonbhadra
2024 Used Maruti Suzuki Ertiga in Sonbhadra,Ertiga,2024,1100000,Maruti Suzuki,25000,Petrol,MPV_MUV,7,First Owner ,Manual,sonbhadra
2019 Used Tata Tiago in Sonbhadra,Tiago [2016-2020],2019,310000,Tata,250000,Petrol,Hatchback,5,First Owner ,Manual,sonbhadra
2021 Used Mercedes-Benz E-Class in Panipat,AMG E53,2021,7500000,Mercedes-Benz,8933,Petrol,Sedan,5,Second Owner,Automatic (TC),panipat
2022 Used Mercedes-Benz E-Class in Panipat,E-Class [2017-2021],2022,5700000,Mercedes-Benz,44692,Petrol,Sedan,5,First Owner,Automatic,panipat
2024 Used Volvo XC60 in Panipat,XC60 [2021-2022],2024,5300000,Volvo,29000,Hybrid,SUV,5,First Owner,Automatic (TC),panipat
2023 Used MINI Cooper SE in Panipat,Cooper SE,2023,3700000,MINI,8787,Electric,Hatchback,4,First Owner,Automatic,panipat
2024 Used MINI Cooper SE in Panipat,Cooper SE,2024,3700000,MINI,4343,Electric,Hatchback,4,First Owner,Automatic,panipat
2023 Used BMW iX in Panipat,iX,2023,8200000,BMW,17822,Electric,SUV,5,First Owner,Automatic,panipat
2022 Used Porsche Cayenne in Panipat,Cayenne,2022,12000000,Porsche,42507,Petrol,SUV,5,Second Owner,Automatic (TC),panipat
2020 Used BMW X1 in Panipat,X1 [2020-2023],2020,2600000,BMW,47802,Petrol,SUV,5,First Owner,Automatic (DCT),panipat
2022 Used Volvo XC40 in Panipat,XC40 [2018-2022],2022,3100000,Volvo,33683,Petrol,SUV,5,First Owner,Automatic (TC),panipat
2021 Used Volvo XC40 in Panipat,XC40 [2018-2022],2021,3100000,Volvo,29596,Petrol,SUV,5,First Owner,Automatic (TC),panipat
2023 Used BMW X1 in Panipat,X1,2023,4300000,BMW,27237,Diesel,SUV,5,First Owner,Automatic (DCT),panipat
2021 Used Jaguar XF in Panipat,XF,2021,3550000,Jaguar,8590,Petrol,Sedan,5,First Owner,Automatic,panipat
2020 Used Mercedes-Benz C-Class in Panipat,C-Class [2018-2022],2020,3400000,Mercedes-Benz,38750,Petrol,Sedan,5,First Owner,Automatic (TC),panipat
2019 Used Mercedes-Benz C-Class in Panipat,C-Class [2018-2022],2019,3400000,Mercedes-Benz,36000,Petrol,Sedan,5,First Owner,Automatic,panipat
2024 Used BMW i7 in Panipat,i7,2024,16000000,BMW,4000,Electric,Sedan,5,First Owner,Automatic,panipat
2023 Used BMW XM in Panipat,XM,2023,17500000,BMW,10968,Plug-in Hybrid (Electric + Petrol),SUV,5,First Owner,Automatic,panipat
2023 Used BMW 3-Series in Panipat,3 Series Gran Limousine,2023,4600000,BMW,28485,Diesel,Sedan,5,First Owner,Automatic (TC),panipat
2024 Used Lexus RX in Panipat,RX,2024,9200000,Lexus,11803,Hybrid,SUV,5,First Owner,Automatic (e-CVT),panipat
2022 Used BMW 3 Series Gran Limousine in Panipat,3 Series Gran Limousine [2021-2023],2022,4300000,BMW,21200,Petrol,Sedan,5,First Owner,Automatic (TC),panipat
2024 Used BMW i5 in Panipat,i5,2024,9000000,BMW,5000,Electric,Sedan,4,Second Owner,Automatic,panipat
2021 Used Mercedes-Benz E-Class in Panipat,E-Class [2017-2021],2021,5500000,Mercedes-Benz,30817,Petrol,Sedan,5,First Owner,Automatic,panipat
2024 Used Audi Q7 in Panipat,Q7 [2022-2024],2024,7400000,Audi,13131,Petrol,SUV,7,First Owner,Automatic (TC),panipat
2018 Used Lexus NX in Panipat,NX [2017-2022],2018,3200000,Lexus,58098,Petrol,SUV,5,First Owner,Automatic (CVT),panipat
2023 Used Mercedes-Benz C-Class in Panipat,C-Class [2022-2024],2023,4400000,Mercedes-Benz,42969,Petrol,Sedan,5,First Owner,Automatic (TC),panipat
2011 Used Volkswagen Vento in Akola,Vento [2010-2012],2011,300000,Volkswagen,117000,Petrol,Sedan,0,Third Owner ,Manual,akola
2022 Used Mercedes-Benz S-Class in Pune,S-Class,2022,12200000,Mercedes-Benz,28000,Diesel,Sedan,5,First Owner,Automatic (TC),akola
2024 Used Mercedes-Benz C-Class in Pune,C-Class [2022-2024],2024,6350000,Mercedes-Benz,11000,Diesel,Sedan,5,First Owner ,Automatic (TC),akola
2023 Used Mercedes-Benz EQS in Pune,EQS,2023,11100000,Mercedes-Benz,2892,Electric,Sedan,5,First Owner,Automatic,akola
2024 Used Mercedes-Benz A-Class Limousine in Pune,A-Class Limousine [2021-2023],2024,4050000,Mercedes-Benz,7000,Petrol,Sedan,5,First Owner,Automatic (DCT),akola
2024 Used Mercedes-Benz C-Class in Pune,C-Class,2024,7250000,Mercedes-Benz,850,Mild Hybrid(Electric + Petrol),Sedan,5,UnRegistered Car,Automatic (TC),akola
2022 Used Mercedes-Benz E-Class in Pune,E-Class [2017-2021],2022,6450000,Mercedes-Benz,30500,Diesel,Sedan,5,First Owner,Automatic,akola
2024 Used Mercedes-Benz EQA in Pune,EQA,2024,6525000,Mercedes-Benz,3257,Electric,SUV,5,UnRegistered Car,Automatic,akola
2024 Used Mercedes-Benz EQB in Pune,EQB,2024,7125000,Mercedes-Benz,2660,Electric,SUV,5,UnRegistered Car,Automatic,akola
2024 Used Mercedes-Benz GLS in Pune,GLS,2024,15250000,Mercedes-Benz,5850,Diesel,SUV,7,UnRegistered Car,Automatic (TC),akola
2024 Used Mercedes-Benz GLE in Pune,GLE [2020-2023],2024,12075000,Mercedes-Benz,8142,Petrol,SUV,5,UnRegistered Car,Automatic (TC),akola
2023 Used Mercedes-Benz E-Class in Pune,E-Class [2015-2017],2023,7100000,Mercedes-Benz,30700,Petrol,Sedan,5,First Owner,Automatic,akola
2021 Used Mercedes-Benz S-Class in Pune,S-Class,2021,12200000,Mercedes-Benz,28000,Diesel,Sedan,5,First Owner,Automatic (TC),akola
2023 Used Mercedes-Benz E-Class in Pune,E-Class [2015-2017],2023,7000000,Mercedes-Benz,30700,Petrol,Sedan,5,First Owner ,Automatic,akola
2024 Used Mercedes-Benz GLS in Pune,GLS [2020-2024],2024,14900000,Mercedes-Benz,6811,Petrol,SUV,7,UnRegistered Car,Automatic (TC),akola
2023 Used Mercedes-Benz EQS in Pune,EQS,2023,11100000,Mercedes-Benz,2892,Electric,Sedan,5,First Owner,Automatic,akola
2024 Used Mercedes-Benz GLS in Pune,GLS [2020-2024],2024,14900000,Mercedes-Benz,7199,Petrol,SUV,7,UnRegistered Car,Automatic (TC),akola
2024 Used Mercedes-Benz EQA in Pune,EQA,2024,6650000,Mercedes-Benz,3400,Electric,SUV,5,UnRegistered Car,Automatic,akola
2024 Used Mercedes-Benz EQB in Pune,EQB,2024,7100000,Mercedes-Benz,2700,Electric,SUV,5,UnRegistered Car,Automatic,akola
2024 Used Mercedes-Benz GLE in Pune,GLE [2020-2023],2024,11900000,Mercedes-Benz,8200,Petrol,SUV,5,UnRegistered Car,Automatic (TC),akola
2025 Used Mercedes-Benz GLC in Pune,GLC,2025,8400000,Mercedes-Benz,2567,Diesel,SUV,5,UnRegistered Car,Automatic (TC),akola
2025 Used Mercedes-Benz GLC in Pune,GLC,2025,8500000,Mercedes-Benz,2602,Diesel,SUV,5,UnRegistered Car,Automatic (TC),akola
2024 Used Mercedes-Benz C-Class in Pune,C-Class [2022-2024],2024,6350000,Mercedes-Benz,10000,Diesel,Sedan,5,First Owner,Automatic (TC),akola
2022 Used Mercedes-Benz E-Class in Pune,E-Class [2017-2021],2022,6450000,Mercedes-Benz,30500,Diesel,Sedan,5,First Owner,Automatic,akola
2019 Used Maruti Suzuki S-Presso in Purulia,S-Presso [2019-2022],2019,325000,Maruti Suzuki,25000,Petrol,Hatchback,5,First Owner ,Manual,asansol
2015 Used Audi Q3 in Kolkata,Q3 [2012-2015],2015,980000,Audi,122315,Diesel,SUV,5,Second Owner,Automatic,asansol
2024 Used Audi Q7 in Kolkata,Q7 [2022-2024],2024,8800000,Audi,8770,Petrol,SUV,7,UnRegistered Car,Automatic (TC),asansol
2024 Used Audi Q8 in Kolkata,Q8 [2020-2024],2024,9100000,Audi,6378,Petrol,SUV,5,UnRegistered Car,Automatic (TC),asansol
2017 Used Ford Ecosport in Kolkata,EcoSport [2017-2019],2017,500000,Ford,61613,Diesel,SUV,5,Second Owner,Manual,asansol
2024 Used Audi A4 in Kolkata,A4,2024,4600000,Audi,6023,Petrol,Sedan,5,UnRegistered Car,Automatic (DCT),asansol
2024 Used Audi Q5 in Kolkata,Q5,2024,5800000,Audi,7779,Petrol,SUV,5,UnRegistered Car,Automatic (DCT),asansol
2024 Used Audi A6 in Kolkata,A6,2024,5700000,Audi,5240,Petrol,Sedan,5,UnRegistered Car,Automatic (DCT),asansol
2017 Used Audi Q3 in Kolkata,Q3 [2015-2017],2017,1400000,Audi,62286,Diesel,SUV,5,First Owner,Automatic,asansol
2018 Used Audi Q5 in Kolkata,Q5 [2018-2020],2018,3000000,Audi,66412,Diesel,SUV,0,First Owner,Automatic,asansol
2010 Used Maruti Suzuki Eeco in Kolkata,Eeco [2010-2022],2010,145000,Maruti Suzuki,22500,Petrol,Minivan,5,First Owner,Manual,asansol
2013 Used Volkswagen Vento in Kolkata,Vento [2012-2014],2013,199500,Volkswagen,52100,Diesel,Sedan,5,Second Owner,Manual,asansol
2013 Used Tata Safari in Kolkata,Safari Storme [2012-2015],2013,365000,Tata,65200,Diesel,SUV,7,Second Owner,Manual,asansol
2010 Used Honda City in Kolkata,City [2008-2011],2010,145000,Honda,54200,Petrol,Sedan,5,First Owner,Manual,asansol
2006 Used Maruti Suzuki Zen in Kolkata,Zen,2006,65000,Maruti Suzuki,55000,Petrol,Hatchback,5,Third Owner,Manual,asansol
2013 Used Maruti Suzuki Alto 800 in Kolkata,Alto 800 [2012-2016],2013,148000,Maruti Suzuki,45800,Petrol,Hatchback,5,First Owner,Manual,asansol
2009 Used Hyundai i10 in Kolkata,i10 [2007-2010],2009,109500,Hyundai,49500,Petrol,Hatchback,5,Third Owner,Manual,asansol
2014 Used Maruti Suzuki Swift in Kolkata,Swift [2011-2014],2014,288000,Maruti Suzuki,45500,Diesel,Hatchback,5,First Owner ,Manual,asansol
2016 Used Ford Ecosport in Kolkata,EcoSport [2015-2017],2016,370000,Ford,48500,Diesel,SUV,5,First Owner ,Manual,asansol
2016 Used Mahindra Bolero in Asansol,Bolero [2011-2020],2016,430000,Mahindra,121000,Diesel,SUV,7,First Owner ,Manual,asansol
2010 Used Tata Nano in Asansol,Nano [2009-2011],2010,25000,Tata,24000,Petrol,Hatchback,4,Third Owner ,Manual,asansol
2020 Used Mahindra XUV300 in Asansol,XUV300 [2019-2024],2020,720000,Mahindra,6000,Petrol,CompactSuv,5,First Owner ,Manual,asansol
2017 Used Ford Figo in Asansol,Figo [2015-2019],2017,250000,Ford,30800,Diesel,Hatchback,5,Second Owner ,Manual,asansol
2014 Used Hyundai Verna in Asansol,Verna [2011-2015],2014,500000,Hyundai,120000,Diesel,Sedan,5,4 or More Owners,Manual,asansol
2021 Used Tata Tiago in Machilipatnam,Tiago,2021,600000,Tata,36500,Petrol,Hatchback,5,First Owner ,Automatic (AMT),machilipatnam
2014 Used Hyundai Xcent in Machilipatnam,Xcent [2014-2017],2014,350000,Hyundai,120500,Diesel,CompactSedan,5,Second Owner ,Manual,machilipatnam
2008 Used Maruti Suzuki 800 in Machilipatnam,800 [2008-2014],2008,280000,Maruti Suzuki,160000,Petrol,Hatchback,0,Second Owner ,Manual,machilipatnam
2014 Used Honda City in Machilipatnam,City [2014-2017],2014,400000,Honda,140000,Diesel,Sedan,5,First Owner ,Manual,machilipatnam
2016 Used Maruti Suzuki Ertiga in Machilipatnam,Ertiga [2015-2018],2016,600000,Maruti Suzuki,137500,Diesel,SUV,7,Second Owner ,Manual,machilipatnam
2016 Used Hyundai Creta in Vijaywada,Creta [2015-2017],2016,750000,Hyundai,106455,Diesel,SUV,5,First Owner ,Manual,machilipatnam
2023 Used BYD Atto 3 in Vijaywada,Atto 3,2023,2650000,BYD,31000,Electric,SUV,5,First Owner ,Automatic,machilipatnam
2018 Used Honda Amaze in Vijaywada,Amaze [2018-2021],2018,650000,Honda,102000,Diesel,CompactSedan,5,First Owner ,Automatic (CVT),machilipatnam
2016 Used Maruti Suzuki Swift in Vijaywada,Swift [2014-2018],2016,589563,Maruti Suzuki,95000,Diesel,Hatchback,5,Second Owner ,Manual,machilipatnam
2021 Used MG Hector in Vijaywada,Hector [2019-2021],2021,1509408,MG,95000,Diesel,SUV,5,First Owner ,Manual,machilipatnam
2021 Used MG Gloster in Vijaywada,Gloster [2020-2022],2021,2500000,MG,50000,Diesel,SUV,6,First Owner ,Automatic (TC),machilipatnam
2012 Used Hyundai Verna in Vijaywada,Verna [2011-2015],2012,220000,Hyundai,190000,Diesel,Sedan,5,First Owner ,Manual,machilipatnam
2020 Used Renault Triber in Guntur,Triber [2019-2023],2020,600000,Renault,88000,Petrol,MPV_MUV,7,First Owner ,Manual,machilipatnam
2023 Used Mahindra Scorpio in Guntur,Scorpio,2023,1300000,Mahindra,90000,Diesel,SUV,7,First Owner ,Manual,machilipatnam
2020 Used Maruti Suzuki S-Presso in Guntur,S-Presso [2019-2022],2020,280000,Maruti Suzuki,70000,Petrol,Hatchback,5,First Owner ,Manual,machilipatnam
2022 Used Mahindra XUV700 in Guntur,XUV700,2022,1500000,Mahindra,65000,Petrol,SUV,5,First Owner ,Manual,machilipatnam
2011 Used Maruti Suzuki Alto in Guntur,Alto [2010-2013],2011,120000,Maruti Suzuki,176000,CNG,Hatchback,5,Third Owner ,Manual,machilipatnam
2011 Used Toyota Innova in Guntur,Innova [2009-2012],2011,700000,Toyota,193000,Diesel,SUV,8,Second Owner ,Manual,machilipatnam
2014 Used Maruti Suzuki Ertiga in Guntur,Ertiga [2012-2015],2014,550000,Maruti Suzuki,129000,Diesel,SUV,7,Second Owner ,Manual,machilipatnam
2012 Used Tata Aria in Guntur,Aria [2010-2014],2012,380000,Tata,110000,Diesel,SUV,7,Second Owner ,Manual,machilipatnam
2013 Used Maruti Suzuki Swift in Guntur,Swift [2011-2014],2013,375000,Maruti Suzuki,125000,Diesel,Hatchback,5,Second Owner ,Manual,machilipatnam
2020 Used Renault Triber in Guntur,Triber [2019-2023],2020,550000,Renault,85000,Petrol,MPV_MUV,7,First Owner ,Manual,machilipatnam
2018 Used Honda Jazz in Guntur,Jazz [2018-2020],2018,550000,Honda,81450,Petrol,Hatchback,5,Second Owner ,Automatic (CVT),machilipatnam
2022 Used Tata Nexon EV in Rajahumundry,Nexon EV [2020-2022],2022,1100000,Tata,54000,Electric,CompactSuv,5,First Owner ,Automatic,machilipatnam
2015 Used Tata Zest in Belgaum,Zest,2015,310000,Tata,159500,Petrol,CompactSedan,5,First Owner ,Manual,belgaum
2022 Used Mahindra XUV700 in Belgaum,XUV700,2022,1850000,Mahindra,75000,Diesel,SUV,7,Second Owner ,Automatic (TC),belgaum
2019 Used Skoda Superb in Belgaum,Superb [2016-2020],2019,1900000,Skoda,75575,Diesel,Sedan,5,First Owner ,Automatic,belgaum
2016 Used Renault Lodgy in Belgaum,Lodgy,2016,723597,Renault,112500,Diesel,SUV,8,First Owner ,Manual,belgaum
2022 Used Maruti Suzuki XL6 in Belgaum,XL6,2022,1050400,Maruti Suzuki,45000,Petrol,MPV_MUV,6,First Owner ,Manual,belgaum
2022 Used Mercedes-Benz GLA in Bangalore,GLA [2021-2024],2022,4600000,Mercedes-Benz,16547,Diesel,SUV,5,First Owner ,Automatic (DCT),belgaum
2022 Used Mercedes-Benz GLC in Bangalore,GLC [2019-2023],2022,5600000,Mercedes-Benz,22077,Petrol,SUV,5,First Owner ,Automatic (TC),belgaum
2024 Used Mercedes-Benz AMG GLC 43 Coupe in Bangalore,AMG GLC43 Coupe [2020-2024],2024,10500000,Mercedes-Benz,2020,Petrol,Coupe,5,UnRegistered Car,Automatic (TC),belgaum
2024 Used Mercedes-Benz GLS in Bangalore,GLS,2024,12700000,Mercedes-Benz,6940,Diesel,SUV,7,UnRegistered Car,Automatic (TC),belgaum
2024 Used Mercedes-Benz C-Class in Bangalore,C-Class,2024,6250000,Mercedes-Benz,7957,Mild Hybrid(Electric + Petrol),Sedan,5,First Owner ,Automatic (TC),belgaum
2024 Used Mercedes-Benz GLS in Bangalore,GLS,2024,12700000,Mercedes-Benz,3194,Diesel,SUV,7,UnRegistered Car,Automatic (TC),belgaum
2024 Used Mercedes-Benz GLS in Bangalore,GLS,2024,12800000,Mercedes-Benz,5232,Diesel,SUV,7,UnRegistered Car,Automatic (TC),belgaum
2021 Used Mercedes-Benz EQC in Bangalore,EQC,2021,6900000,Mercedes-Benz,13764,Electric,SUV,5,First Owner ,Automatic,belgaum
2024 Used Mercedes-Benz A-Class Limousine in Bangalore,A-Class Limousine [2021-2023],2024,4200000,Mercedes-Benz,4261,Diesel,Sedan,5,UnRegistered Car,Automatic (DCT),belgaum
2021 Used Mercedes-Benz GLB in Bangalore,GLB,2021,5500000,Mercedes-Benz,17849,Petrol,SUV,7,First Owner ,Automatic (DCT),belgaum
2020 Used Mercedes-Benz C-Class in Bangalore,C-Class [2018-2022],2020,3600000,Mercedes-Benz,47699,Petrol,Sedan,5,First Owner ,Automatic,belgaum
2024 Used Mercedes-Benz GLC in Bangalore,GLC,2024,7200000,Mercedes-Benz,4099,Diesel,SUV,5,UnRegistered Car,Automatic (TC),belgaum
2024 Used Mercedes-Benz GLC in Bangalore,GLC,2024,7200000,Mercedes-Benz,4385,Diesel,SUV,5,UnRegistered Car,Automatic (TC),belgaum
2016 Used Mercedes-Benz GLE in Bangalore,GLE [2015-2020],2016,2700000,Mercedes-Benz,108624,Petrol,SUV,5,First Owner ,Automatic,belgaum
2024 Used Mercedes-Benz C-Class in Bangalore,C-Class [2022-2024],2024,5500000,Mercedes-Benz,2856,Petrol,Sedan,5,UnRegistered Car,Automatic (TC),belgaum
2024 Used Mercedes-Benz C-Class in Bangalore,C-Class [2022-2024],2024,5550000,Mercedes-Benz,9189,Diesel,Sedan,5,UnRegistered Car,Automatic (TC),belgaum
2025 Used Mercedes-Benz GLE in Bangalore,GLE,2025,9375000,Mercedes-Benz,3229,Diesel,SUV,5,UnRegistered Car,Automatic (TC),belgaum
2024 Used Mercedes-Benz GLC in Bangalore,GLC,2024,7200000,Mercedes-Benz,4606,Diesel,SUV,5,UnRegistered Car,Automatic (TC),belgaum
2024 Used Mercedes-Benz C-Class in Bangalore,C-Class,2024,6500000,Mercedes-Benz,4205,Mild Hybrid(Electric + Petrol),Sedan,5,UnRegistered Car,Automatic (TC),belgaum
2023 Used Hyundai Grand i10 NIOS in Udaipur,Grand i10 Nios,2023,690000,Hyundai,25000,Petrol,Hatchback,5,First Owner ,Automatic (AMT),udaipur
2015 Used Maruti Suzuki Wagon R in Udaipur,Wagon R 1.0 [2014-2019],2015,300000,Maruti Suzuki,80000,Petrol,Hatchback,5,First Owner ,Manual,udaipur
2021 Used Mahindra Thar in Udaipur,Thar,2021,1300000,Mahindra,15000,Petrol,SUV,4,First Owner ,Automatic (TC),udaipur
2025 Used Tata Nexon in Jaipur,Nexon,2025,1150000,Tata,23350,Petrol,CompactSuv,5,First Owner ,Manual,udaipur
2022 Used Mahindra Thar in Jaipur,Thar,2022,1475000,Mahindra,31623,Diesel,SUV,4,First Owner ,Manual,udaipur
2023 Used Mahindra Thar in Jaipur,Thar,2023,1450000,Mahindra,36901,Diesel,SUV,4,First Owner ,Manual,udaipur
2018 Used Mahindra Thar in Jaipur,Thar [2014-2020],2018,775000,Mahindra,55506,Diesel,SUV,6,First Owner ,Manual,udaipur
2024 Used Mahindra Thar in Jaipur,Thar,2024,1575000,Mahindra,28529,Diesel,SUV,4,First Owner ,Manual,udaipur
2019 Used Tata Nexon in Jaipur,Nexon [2017-2020],2019,625000,Tata,71000,Petrol,SUV,5,First Owner ,Manual,udaipur
2022 Used Honda Amaze in Jaipur,Amaze [2018-2021],2022,625000,Honda,73000,Petrol,CompactSedan,5,First Owner ,Manual,udaipur
2022 Used Mercedes-Benz AMG GLC 43 Coupe in Jaipur,AMG GLC43 Coupe [2020-2024],2022,8500000,Mercedes-Benz,25000,Petrol,Coupe,5,First Owner ,Automatic (TC),udaipur
2018 Used Land Rover Range Rover Evoque in Jaipur,Range Rover Evoque [2016-2020],2018,3700000,Land Rover,78000,Diesel,SUV,5,First Owner ,Automatic,udaipur
2021 Used Mercedes-Benz C-Class in Jaipur,C-Class [2018-2022],2021,4000000,Mercedes-Benz,23000,Petrol,Sedan,5,Second Owner ,Automatic (TC),udaipur
2022 Used Honda City in Jaipur,City,2022,1300000,Honda,6000,Petrol,Sedan,5,First Owner,Automatic (CVT),udaipur
2012 Used Toyota Innova in Jaipur,Innova [2009-2012],2012,375000,Toyota,100134,Petrol,SUV,8,Third Owner,Manual,udaipur
2025 Used Mercedes-Benz E-Class in Jaipur,E-Class,2025,9150000,Mercedes-Benz,2400,Mild Hybrid (Electric + Diesel),Sedan,5,UnRegistered Car,Automatic (TC),udaipur
2019 Used Honda City in Jaipur,City 4th Generation,2019,925000,Honda,77000,Petrol,Sedan,5,First Owner ,Automatic (CVT),udaipur
2017 Used Hyundai Verna in Jaipur,Verna [2015-2017],2017,750000,Hyundai,37000,Petrol,Sedan,5,First Owner ,Manual,udaipur
2017 Used Maruti Suzuki Ciaz in Jaipur,Ciaz [2017-2018],2017,550000,Maruti Suzuki,52000,Diesel,Sedan,5,Second Owner ,Manual,udaipur
2012 Used Volkswagen Polo in Jaipur,Polo [2010-2012],2012,285000,Volkswagen,66000,Petrol,Hatchback,5,First Owner ,Manual,udaipur
2018 Used Toyota Fortuner in Jaipur,Fortuner [2016-2021],2018,2500000,Toyota,175272,Diesel,SUV,7,Second Owner ,Automatic,udaipur
