Name,Model,Date of assembly,Price,Brand,KM Driven,Fuel Type,Body Type,Seat capicity,No. of prev owners,Transmission,city
2017 Used Datsun Redigo in Jaipur,redi-GO [2016-2020],2017,180000,Datsun,27345,Petrol,Hatchback,5,First Owner,Manual,udaipur
2016 Used Toyota Innova Crysta in Jaipur,Innova Crysta [2016-2020],2016,1275000,Toyota,218274,Diesel,SUV,7,First Owner ,Manual,udaipur
2018 Used Hyundai Creta in Jaipur,Creta [2018-2019],2018,675000,Hyundai,95000,Petrol,SUV,5,First Owner ,Manual,udaipur
2005 Used Hyundai Santro in Simdega,Santro Xing [2003-2008],2005,85000,Hyundai,115000,Petrol,Hatchback,5,Third Owner ,Manual,simdega
2017 Used Audi A4 in Ranchi,A4 [2016-2020],2017,1899000,Audi,47000,Diesel,Sedan,5,First Owner,Automatic,simdega
2023 Used Porsche 911 in Ranchi,911,2023,23500000,Porsche,4500,Petrol,Coupe,2,First Owner,Automatic (DCT),simdega
2017 Used Tata Safari in Ranchi,Safari Storme 2019,2017,580000,Tata,59000,Diesel,SUV,7,First Owner,Manual,simdega
2022 Used Maruti Suzuki XL6 in Ranchi,XL6,2022,850000,Maruti Suzuki,33000,Petrol,MPV_MUV,6,First Owner,Manual,simdega
2015 Used Maruti Suzuki Wagon R in Ranchi,Wagon R 1.0 [2014-2019],2015,240000,Maruti Suzuki,46000,Petrol,Hatchback,5,First Owner,Manual,simdega
2018 Used Maruti Suzuki Alto in Ranchi,Alto K10 [2014-2020],2018,310000,Maruti Suzuki,56230,Petrol,Hatchback,5,First Owner,Manual,simdega
2016 Used Audi A4 in Ranchi,A4 [2013-2016],2016,1150000,Audi,69446,Diesel,Sedan,5,First Owner ,Automatic,simdega
2011 Used Tata Manza in Ranchi,Manza [2011-2015],2011,140000,Tata,70248,Petrol,Sedan,5,Third Owner ,Manual,simdega
2022 Used Tata Safari in Ranchi,Safari [2021-2023],2022,1900000,Tata,75000,Diesel,SUV,7,First Owner ,Automatic (TC),simdega
2020 Used Mahindra Scorpio in Ranchi,Scorpio 2021,2020,1275000,Mahindra,77082,Diesel,SUV,7,First Owner,Manual,simdega
2022 Used Audi Q7 in Ranchi,Q7 [2022-2024],2022,6600000,Audi,25000,Petrol,SUV,7,First Owner,Automatic (TC),simdega
2018 Used Toyota Camry in Ranchi,Camry [2022-2024],2018,1650000,Toyota,49500,Hybrid,Sedan,5,First Owner ,Automatic (e-CVT),simdega
2023 Used Jeep Wrangler in Ranchi,Wrangler [2021-2024],2023,6250000,Jeep,10000,Petrol,SUV,5,First Owner,Automatic (TC),simdega
2024 Used Mercedes-Benz GLA in Ranchi,GLA,2024,4750000,Mercedes-Benz,11000,Petrol,SUV,5,First Owner,Automatic (DCT),simdega
2018 Used Audi A3 in Ranchi,A3 Cabriolet,2018,4200000,Audi,42000,Petrol,Convertible,4,Second Owner,Automatic,simdega
2020 Used Mercedes-Benz GLA in Ranchi,GLA [2017-2020],2020,2350000,Mercedes-Benz,60000,Petrol,SUV,5,First Owner,Automatic,simdega
2024 Used Audi Q3 in Ranchi,Q3,2024,3650000,Audi,29000,Petrol,SUV,5,First Owner,Automatic (DCT),simdega
2023 Used Toyota Fortuner in Ranchi,Fortuner Legender,2023,4600000,Toyota,23000,Diesel,SUV,7,First Owner,Automatic (TC),simdega
2017 Used Ford Mustang in Ranchi,Mustang,2017,7500000,Ford,45000,Petrol,Coupe,4,Third Owner,Automatic,simdega
2017 Used Hyundai Creta in Ranchi,Creta [2017-2018],2017,700000,Hyundai,167000,Diesel,SUV,5,First Owner ,Manual,simdega
2017 Used Porsche 718 in Ranchi,718,2017,8500000,Porsche,28000,Petrol,Coupe,2,Third Owner ,Automatic,simdega
2019 Used Mahindra Scorpio in Ranchi,Scorpio 2021,2019,1065000,Mahindra,60000,Diesel,SUV,9,First Owner,Manual,simdega
2017 Used Mahindra Scorpio in Ranchi,Scorpio [2014-2017],2017,865000,Mahindra,78521,Diesel,SUV,7,First Owner,Manual,simdega
2017 Used Mahindra Scorpio in Ranchi,Scorpio [2014-2017],2017,1050000,Mahindra,61000,Diesel,SUV,7,First Owner,Manual,simdega
2019 Used Mahindra Scorpio in Ranchi,Scorpio 2021,2019,1200000,Mahindra,59000,Diesel,SUV,7,First Owner,Manual,simdega
2017 Used Mercedes-Benz C-Class in Ranchi,C-Class [2014-2018],2017,2300000,Mercedes-Benz,39000,Petrol,Sedan,5,First Owner,Automatic,simdega
2018 Used MINI Cooper in Ranchi,Cooper [2018-2024],2018,3700000,MINI,28000,Petrol,Hatchback,4,Second Owner ,Automatic (DCT),simdega
2019 Used Mahindra Scorpio in Ranchi,Scorpio 2021,2019,1060000,Mahindra,71467,Diesel,SUV,7,First Owner,Manual,simdega
2021 Used Tata Safari in Giridih,Safari [2021-2023],2021,1500000,Tata,55000,Diesel,SUV,7,First Owner ,Manual,dhanbad
2019 Used Mahindra Scorpio in Ranchi,Scorpio 2021,2019,1065000,Mahindra,60000,Diesel,SUV,9,First Owner,Manual,dhanbad
2017 Used Mahindra Scorpio in Ranchi,Scorpio [2014-2017],2017,1050000,Mahindra,61000,Diesel,SUV,7,First Owner,Manual,dhanbad
2019 Used Mahindra Scorpio in Ranchi,Scorpio 2021,2019,1200000,Mahindra,59000,Diesel,SUV,7,First Owner,Manual,dhanbad
2021 Used Hyundai Venue in Ranchi,Venue [2019-2022],2021,725000,Hyundai,31644,Petrol,CompactSuv,5,First Owner,Manual,dhanbad
2023 Used Hyundai Creta in Ranchi,Creta [2023-2024],2023,1290000,Hyundai,15497,Petrol,SUV,5,First Owner,Manual,dhanbad
2016 Used Tata Safari in Jamshedpur,Safari Storme 2019,2016,590000,Tata,112000,Diesel,SUV,7,Second Owner,Manual,dhanbad
2016 Used Audi A4 in Ranchi,A4 [2013-2016],2016,1150000,Audi,69446,Diesel,Sedan,5,First Owner ,Automatic,dhanbad
2020 Used Jeep Compass in Ranchi,Compass [2017-2021],2020,1150000,Jeep,70000,Diesel,SUV,5,First Owner,Manual,dhanbad
2021 Used Toyota Innova Crysta in Ranchi,Innova Crysta [2016-2020],2021,1550000,Toyota,117855,Diesel,SUV,8,First Owner ,Manual,dhanbad
2017 Used Jeep Compass in Ranchi,Compass [2017-2021],2017,850000,Jeep,64118,Diesel,SUV,5,First Owner ,Manual,dhanbad
2022 Used Kia Carens in Ranchi,Carens [2022-2023],2022,1200000,Kia,65213,Diesel,MPV_MUV,7,First Owner ,Manual,dhanbad
2016 Used Mahindra XUV500 in Ranchi,XUV500 [2015-2018],2016,850000,Mahindra,91507,Diesel,SUV,7,First Owner,Manual,dhanbad
2014 Used Tata Sumo in Ranchi,Sumo Gold,2014,380000,Tata,98000,Diesel,SUV,7,Second Owner,Manual,dhanbad
2015 Used Audi Q5 in Ranchi,Q5 [2013-2018],2015,1500000,Audi,80500,Diesel,SUV,5,First Owner,Automatic,dhanbad
2020 Used Hyundai Creta in Ranchi,Creta [2015-2017],2020,1085000,Hyundai,47099,Petrol,SUV,5,First Owner,Automatic,dhanbad
2021 Used Kia Sonet in Ranchi,Sonet [2020-2022],2021,690000,Kia,28862,Petrol,CompactSuv,5,First Owner,Manual,dhanbad
2020 Used Mahindra Scorpio in Ranchi,Scorpio 2021,2020,1190000,Mahindra,99138,Diesel,SUV,7,First Owner ,Manual,dhanbad
2018 Used Toyota Innova Crysta in Ranchi,Innova Crysta [2016-2020],2018,1215000,Toyota,70000,Diesel,SUV,7,Second Owner,Manual,dhanbad
2022 Used Volkswagen Taigun in Ranchi,Taigun [2021-2023],2022,850000,Volkswagen,47753,Petrol,SUV,5,First Owner ,Manual,dhanbad
2020 Used Mahindra XUV300 in Ranchi,XUV300 [2019-2024],2020,850000,Mahindra,93321,Diesel,CompactSuv,5,First Owner,Manual,dhanbad
2014 Used Maruti Suzuki Celerio in Ranchi,Celerio [2014-2017],2014,265000,Maruti Suzuki,84688,Petrol,Hatchback,5,Second Owner,Automatic,dhanbad
2018 Used Maruti Suzuki Ignis in Ranchi,Ignis [2019-2020],2018,375000,Maruti Suzuki,56685,Petrol,Hatchback,5,Second Owner,Automatic (AMT),dhanbad
2021 Used Toyota Innova Crysta in Ranchi,Innova Crysta [2016-2020],2021,1720000,Toyota,150000,Diesel,SUV,8,First Owner ,Manual,dhanbad
2024 Used Maruti Suzuki Jimny in West Godavari,Jimny,2024,1400000,Maruti Suzuki,6500,Petrol,SubCompactSuv,4,First Owner ,Automatic (TC),westgodavari
2021 Used Renault Triber in West Godavari,Triber [2019-2023],2021,800000,Renault,35000,Petrol,MPV_MUV,7,First Owner ,Automatic (AMT),westgodavari
2019 Used Maruti Suzuki Celerio in West Godavari,Celerio [2017-2021],2019,450000,Maruti Suzuki,40000,Petrol,Hatchback,5,Second Owner ,Manual,westgodavari
2014 Used Maruti Suzuki Ertiga in West Godavari,Ertiga [2012-2015],2014,632485,Maruti Suzuki,137500,Diesel,SUV,7,Second Owner ,Manual,westgodavari
2016 Used Hyundai Creta in West Godavari,Creta [2015-2017],2016,750000,Hyundai,82000,Diesel,SUV,5,First Owner ,Manual,westgodavari
2016 Used Tata Zest in West Godavari,Zest,2016,350000,Tata,136000,Diesel,CompactSedan,5,Second Owner ,Manual,westgodavari
2013 Used Maruti Suzuki Swift DZire in West Godavari,Swift DZire [2011-2015],2013,380000,Maruti Suzuki,150000,Diesel,Sedan,5,Second Owner ,Manual,westgodavari
2018 Used Mahindra Thar in West Godavari,Thar [2014-2020],2018,514453,Mahindra,50000,Diesel,SUV,6,First Owner ,Manual,westgodavari
2019 Used Renault Triber in West Godavari,Triber [2019-2023],2019,500000,Renault,50000,Petrol,MPV_MUV,7,First Owner ,Manual,westgodavari
2022 Used Tata Nexon EV in West Godavari,Nexon EV Max,2022,1300000,Tata,115000,Electric,CompactSuv,5,First Owner ,Automatic,westgodavari
2010 Used Maruti Suzuki Alto in West Godavari,Alto [2010-2013],2010,120000,Maruti Suzuki,77750,CNG,Hatchback,5,First Owner ,Manual,westgodavari
2014 Used Hyundai Grand i10 in West Godavari,Grand i10 [2013-2017],2014,450000,Hyundai,95000,Petrol,Hatchback,5,First Owner ,Manual,westgodavari
2024 Used Honda City in West Godavari,City,2024,1000000,Honda,15000,Petrol,Sedan,5,4 or More Owners,Manual,westgodavari
2013 Used Renault Pulse in West Godavari,Pulse [2012-2015],2013,250000,Renault,137500,Diesel,Hatchback,5,Second Owner ,Manual,westgodavari
2023 Used Maruti Suzuki Ciaz in West Godavari,Ciaz,2023,1000000,Maruti Suzuki,100000,Petrol,Sedan,5,First Owner ,Manual,westgodavari
2024 Used Maruti Suzuki Vitara Brezza in West Godavari,Brezza,2024,1200000,Maruti Suzuki,15000,Petrol,CompactSuv,5,First Owner ,Manual,westgodavari
2012 Used Maruti Suzuki Ritz in West Godavari,Ritz [2009-2012],2012,220000,Maruti Suzuki,125000,Diesel,Hatchback,5,Second Owner ,Manual,westgodavari
2016 Used Hyundai Creta in Vijaywada,Creta [2015-2017],2016,750000,Hyundai,106455,Diesel,SUV,5,First Owner ,Manual,westgodavari
2023 Used BYD Atto 3 in Vijaywada,Atto 3,2023,2650000,BYD,31000,Electric,SUV,5,First Owner ,Automatic,westgodavari
2018 Used Honda Amaze in Vijaywada,Amaze [2018-2021],2018,650000,Honda,102000,Diesel,CompactSedan,5,First Owner ,Automatic (CVT),westgodavari
2016 Used Maruti Suzuki Swift in Vijaywada,Swift [2014-2018],2016,589563,Maruti Suzuki,95000,Diesel,Hatchback,5,Second Owner ,Manual,westgodavari
2021 Used MG Hector in Vijaywada,Hector [2019-2021],2021,1509408,MG,95000,Diesel,SUV,5,First Owner ,Manual,westgodavari
2021 Used MG Gloster in Vijaywada,Gloster [2020-2022],2021,2500000,MG,50000,Diesel,SUV,6,First Owner ,Automatic (TC),westgodavari
2012 Used Hyundai Verna in Vijaywada,Verna [2011-2015],2012,220000,Hyundai,190000,Diesel,Sedan,5,First Owner ,Manual,westgodavari
2008 Used Toyota Camry in Kadapa,Camry [2006-2012],2008,320000,Toyota,86000,Petrol,Sedan,5,Third Owner ,Manual,kadapa
2020 Used Maruti Suzuki Ertiga in Kadapa,Ertiga [2018-2022],2020,850000,Maruti Suzuki,90000,Petrol,MPV_MUV,7,Second Owner ,Manual,kadapa
2022 Used Maruti Suzuki Swift in Kadapa,Swift [2021-2024],2022,730000,Maruti Suzuki,70000,Petrol,Hatchback,5,First Owner ,Manual,kadapa
2018 Used Mahindra XUV500 in Kadapa,XUV500 [2015-2018],2018,1150000,Mahindra,199999,Diesel,SUV,7,Second Owner ,Manual,kadapa
2018 Used Mahindra Scorpio in Kadapa,Scorpio 2021,2018,950000,Mahindra,135555,Diesel,SUV,7,First Owner ,Manual,kadapa
2025 Used Mahindra Scorpio in Kadapa,Scorpio,2025,500000,Mahindra,9999,Diesel,SUV,7,First Owner ,Manual,kadapa
2020 Used Toyota Fortuner in Kadapa,Fortuner [2016-2021],2020,2800000,Toyota,99999,Petrol,SUV,7,First Owner ,Automatic (TC),kadapa
2021 Used Nissan Magnite in Kadapa,Magnite [2020-2024],2021,600000,Nissan,60000,Petrol,CompactSuv,5,First Owner ,Manual,kadapa
2015 Used Honda Mobilio in Kadapa,Mobilio,2015,450000,Honda,55000,Petrol,SUV,7,Second Owner ,Manual,kadapa
2022 Used Maruti Suzuki XL6 in Kadapa,XL6,2022,920000,Maruti Suzuki,47000,Petrol,MPV_MUV,6,First Owner ,Manual,kadapa
2013 Used Renault Duster in Kadapa,Duster [2012-2015],2013,350000,Renault,99000,Diesel,SUV,5,Third Owner ,Manual,kadapa
2022 Used Tata Punch in Kadapa,Punch,2022,800000,Tata,15000,Petrol,CompactSuv,5,First Owner ,Manual,kadapa
2024 Used Hyundai Verna in Kadapa,Verna,2024,1800000,Hyundai,13500,Petrol,Sedan,5,First Owner ,Manual,kadapa
2020 Used Hyundai Grand i10 NIOS in Kadapa,Grand i10 Nios [2019-2023],2020,550000,Hyundai,25000,Petrol,Hatchback,5,First Owner ,Automatic (AMT),kadapa
2023 Used Maruti Suzuki FRONX in Kadapa,Fronx,2023,750000,Maruti Suzuki,82000,Petrol,SubCompactSuv,5,First Owner ,Manual,kadapa
2017 Used Maruti Suzuki Swift in Kadapa,Swift [2014-2018],2017,400000,Maruti Suzuki,55000,Petrol,Hatchback,5,4 or More Owners,Manual,kadapa
2016 Used Honda City in Kadapa,City [2014-2017],2016,600000,Honda,142750,Diesel,Sedan,5,First Owner ,Manual,kadapa
2012 Used Maruti Suzuki 800 in Kadapa,800 [2008-2014],2012,150000,Maruti Suzuki,52000,Petrol,Hatchback,0,Second Owner ,Manual,kadapa
2025 Used Honda Accord in Kadapa,Accord [Import Pre-2001],2025,400000,Honda,200,Petrol,Sedan,0,First Owner ,Automatic,kadapa
2016 Used Maruti Suzuki Vitara Brezza in Kadapa,Vitara Brezza [2016-2020],2016,560000,Maruti Suzuki,125000,Diesel,SUV,5,Second Owner ,Manual,kadapa
2021 Used Maruti Suzuki S-Cross in Kadapa,S-Cross 2020,2021,900000,Maruti Suzuki,75000,Petrol,SUV,5,First Owner ,Manual,kadapa
2017 Used Honda BR-V in Kadapa,BR-V,2017,700000,Honda,125000,Diesel,SUV,7,Second Owner ,Manual,kadapa
2009 Used Maruti Suzuki Swift DZire in Kadapa,Swift Dzire [2008-2010],2009,300000,Maruti Suzuki,145000,Diesel,Sedan,5,Third Owner ,Manual,kadapa
2023 Used Mahindra Bolero in Kadapa,Bolero,2023,1000000,Mahindra,92246,Diesel,CompactSuv,7,First Owner ,Manual,kadapa
2016 Used Maruti Suzuki Celerio in Puri,Celerio [2014-2017],2016,270000,Maruti Suzuki,77096,Petrol,Hatchback,5,First Owner ,Manual,puri
2013 Used Toyota Innova in Puri,Innova [2013-2014],2013,500000,Toyota,200000,Diesel,SUV,7,First Owner ,Manual,puri
2014 Used Maruti Suzuki Swift in Puri,Swift [2011-2014],2014,320000,Maruti Suzuki,60000,Petrol,Hatchback,5,Second Owner ,Manual,puri
2021 Used Maruti Suzuki DZire in Puri,Dzire [2020-2024],2021,650000,Maruti Suzuki,68000,Petrol,CompactSedan,5,First Owner ,Manual,puri
2014 Used Renault Duster in Puri,Duster [2012-2015],2014,389546,Renault,250000,Diesel,SUV,5,Second Owner ,Manual,puri
2024 Used Kia Sonet in Puri,Sonet [2024-2024],2024,1300000,Kia,5000,Petrol,CompactSuv,5,First Owner ,Automatic (DCT),puri
2015 Used Maruti Suzuki Wagon R in Puri,Wagon R 1.0 [2014-2019],2015,270717,Maruti Suzuki,25000,Petrol,Hatchback,5,First Owner ,Manual,puri
2015 Used Maruti Suzuki Ertiga in Puri,Ertiga [2012-2015],2015,390000,Maruti Suzuki,187500,Diesel,SUV,7,Second Owner ,Manual,puri
2014 Used Mahindra XUV500 in Puri,XUV500 [2011-2015],2014,450000,Mahindra,70000,Diesel,SUV,7,First Owner ,Manual,puri
2020 Used Kia Sonet in Puri,Sonet [2020-2022],2020,1000000,Kia,35000,Petrol,CompactSuv,5,First Owner ,Automatic (DCT),puri
2020 Used Kia Seltos in Puri,Seltos [2019-2022],2020,1400000,Kia,50000,Petrol,CompactSuv,5,First Owner ,Manual,puri
2018 Used Maruti Suzuki Ignis in Puri,Ignis [2017-2019],2018,400000,Maruti Suzuki,38000,Petrol,Hatchback,5,Second Owner ,Automatic (AMT),puri
2019 Used Tata Zest in Puri,Zest,2019,430000,Tata,250000,Diesel,CompactSedan,5,First Owner ,Manual,puri
2012 Used Maruti Suzuki Swift DZire in Puri,Swift DZire [2011-2015],2012,120000,Maruti Suzuki,75000,Petrol,Sedan,5,Third Owner ,Manual,puri
2014 Used Maruti Suzuki Wagon R in Puri,Wagon R 1.0 [2014-2019],2014,450000,Maruti Suzuki,55000,Petrol,Hatchback,5,First Owner ,Manual,puri
2018 Used Tata Nexon in Bhubaneswar,Nexon [2017-2020],2018,630000,Tata,58000,Diesel,SUV,5,UnRegistered Car,Automatic (AMT),puri
2024 Used Mahindra Thar in Bhubaneswar,Thar,2024,1420000,Mahindra,7000,Diesel,SUV,4,First Owner ,Manual,puri
2017 Used Maruti Suzuki Alto 800 in Bhubaneswar,Alto 800 [2012-2016],2017,285000,Maruti Suzuki,72000,Petrol,Hatchback,5,First Owner,Manual,puri
2021 Used Kia Seltos in Bhubaneswar,Seltos [2019-2022],2021,1280000,Kia,48000,Petrol,SUV,5,First Owner,Automatic (CVT),puri
2019 Used Hyundai Elite i20 in Bhubaneswar,Elite i20 [2018-2019],2019,640000,Hyundai,25832,Petrol,Hatchback,5,First Owner,Manual,puri
2024 Used Mahindra Thar in Bhubaneswar,Thar,2024,1349000,Mahindra,37000,Diesel,SUV,4,First Owner,Manual,puri
2023 Used Hyundai Grand i10 NIOS in Bhubaneswar,Grand i10 Nios [2019-2023],2023,650000,Hyundai,40000,Petrol,Hatchback,5,First Owner ,Manual,puri
2019 Used Maruti Suzuki Ertiga in Bhubaneswar,Ertiga [2018-2022],2019,920000,Maruti Suzuki,65000,Diesel,SUV,7,Second Owner ,Manual,puri
2021 Used Maruti Suzuki Ertiga in Bhubaneswar,Ertiga [2018-2022],2021,950000,Maruti Suzuki,50000,Petrol,MPV_MUV,7,First Owner ,Manual,puri
2023 Used Maruti Suzuki Wagon R in Bhubaneswar,Wagon R [2019-2022],2023,550000,Maruti Suzuki,18000,Petrol,Hatchback,5,First Owner ,Manual,puri
2016 Used Hyundai i20 Active in Bhubaneswar,i20 Active [2015-2018],2016,495000,Hyundai,50000,Petrol,Hatchback,5,First Owner ,Manual,puri
2020 Used Maruti Suzuki DZire in Bhubaneswar,Dzire [2020-2024],2020,680000,Maruti Suzuki,58000,Petrol,CompactSedan,5,First Owner ,Manual,puri
2020 Used Renault Duster in Bhubaneswar,Duster [2015-2016],2020,440000,Renault,58000,Diesel,SUV,5,First Owner ,Manual,puri
2016 Used Maruti Suzuki Celerio in Bhubaneswar,Celerio [2014-2017],2016,350000,Maruti Suzuki,48000,Petrol,Hatchback,5,UnRegistered Car,Manual,puri
2010 Used Maruti Suzuki Wagon R in Ashoknagar,Wagon R [2006-2010],2010,150000,Maruti Suzuki,52000,Petrol,Hatchback,5,Third Owner ,Manual,ashoknagar
2024 Used Maruti Suzuki Alto K10 in Ashoknagar,Alto K10,2024,440000,Maruti Suzuki,27000,Petrol,Hatchback,5,Second Owner ,Manual,ashoknagar
2025 Used Renault Triber in Ashoknagar,Triber,2025,629000,Renault,10000,Petrol,MPV_MUV,7,First Owner ,Manual,ashoknagar
2017 Used Mahindra KUV100 in Ashoknagar,KUV100 [2016-2017],2017,350000,Mahindra,110000,Diesel,Hatchback,6,Second Owner ,Manual,ashoknagar
2023 Used Maruti Suzuki Swift in Ashoknagar,Swift [2021-2024],2023,672229,Maruti Suzuki,35000,Petrol,Hatchback,5,First Owner ,Manual,ashoknagar
2019 Used Mahindra Scorpio in Ashoknagar,Scorpio 2021,2019,1100000,Mahindra,90000,Diesel,SUV,7,First Owner ,Manual,ashoknagar
2022 Used Maruti Suzuki Ertiga in Ashoknagar,Ertiga,2022,900000,Maruti Suzuki,45000,Petrol,MPV_MUV,7,First Owner ,Manual,ashoknagar
2016 Used Maruti Suzuki Ertiga in Ashoknagar,Ertiga [2015-2018],2016,600000,Maruti Suzuki,250000,Diesel,SUV,7,Third Owner ,Manual,ashoknagar
2023 Used Maruti Suzuki Vitara Brezza in Ashoknagar,Brezza,2023,1150000,Maruti Suzuki,25000,Petrol,CompactSuv,5,First Owner ,Manual,ashoknagar
2021 Used Kia Carnival in Ashoknagar,Carnival [2020-2023],2021,1900000,Kia,25000,Diesel,MPV_MUV,7,First Owner ,Automatic (TC),ashoknagar
2021 Used Tata Harrier in Ashoknagar,Harrier [2019-2023],2021,1550000,Tata,65000,Diesel,SUV,5,First Owner ,Manual,ashoknagar
2020 Used Mahindra Bolero in Ashoknagar,Bolero [2020-2022],2020,900000,Mahindra,85000,Diesel,CompactSuv,7,First Owner ,Manual,ashoknagar
2020 Used Mahindra Bolero in Ashoknagar,Bolero [2020-2022],2020,900000,Mahindra,130000,Diesel,CompactSuv,7,First Owner ,Manual,ashoknagar
2022 Used Maruti Suzuki DZire in Ashoknagar,Dzire [2020-2024],2022,590000,Maruti Suzuki,85000,Petrol,CompactSedan,5,First Owner ,Manual,ashoknagar
2020 Used Maruti Suzuki Ertiga in Ashoknagar,Ertiga [2018-2022],2020,800000,Maruti Suzuki,50000,CNG,SUV,7,First Owner ,Manual,ashoknagar
2018 Used Maruti Suzuki Alto in Bhopal,Alto K10 [2014-2020],2018,390000,Maruti Suzuki,61000,Petrol,Hatchback,5,First Owner,Automatic,ashoknagar
2021 Used Maruti Suzuki DZire in Bhopal,Dzire [2017-2020],2021,670000,Maruti Suzuki,54000,Petrol,CompactSedan,5,First Owner,Manual,ashoknagar
2018 Used Maruti Suzuki Baleno in Bhopal,Baleno [2015-2019],2018,480000,Maruti Suzuki,48000,Petrol,Hatchback,5,First Owner ,Manual,ashoknagar
2021 Used Hyundai Alcazar in Bhopal,Alcazar [2021-2023],2021,1500000,Hyundai,70000,Diesel,SUV,7,First Owner ,Automatic (TC),ashoknagar
2018 Used Maruti Suzuki Ciaz in Bhopal,Ciaz [2017-2018],2018,550000,Maruti Suzuki,72000,Petrol,Sedan,5,First Owner,Automatic,ashoknagar
2021 Used Mercedes-Benz E-Class in Bhopal,AMG E53,2021,7500000,Mercedes-Benz,8933,Petrol,Sedan,5,Second Owner,Automatic (TC),ashoknagar
2024 Used Hyundai Creta in Bhopal,Creta,2024,1800000,Hyundai,17500,Diesel,SUV,5,First Owner ,Manual,ashoknagar
2013 Used Audi Q5 in Bhopal,Q5 [2013-2018],2013,1350000,Audi,93000,Diesel,SUV,5,Second Owner ,Automatic,ashoknagar
2021 Used MG Hector Plus in Bhopal,Hector Plus [2020-2023],2021,1500000,MG,45000,Petrol,SUV,6,First Owner ,Automatic (DCT),ashoknagar
2018 Used Tata Nexon in Bhopal,Nexon [2017-2020],2018,650000,Tata,33000,Petrol,SUV,5,First Owner ,Automatic (AMT),ashoknagar
2019 Used Toyota Innova Crysta in Bhopal,Innova Crysta [2016-2020],2019,1400000,Toyota,39000,Diesel,SUV,8,Third Owner ,Manual,ashoknagar
2021 Used Kia Seltos in Bhopal,Seltos [2019-2022],2021,1250000,Kia,2000,Petrol,SUV,5,First Owner ,Manual,ashoknagar
2016 Used Audi Q3 in Bhopal,Q3 [2015-2017],2016,1525000,Audi,49000,Diesel,SUV,5,First Owner ,Manual,ashoknagar
2018 Used Ford Ecosport in Bhopal,EcoSport [2017-2019],2018,620000,Ford,133421,Diesel,SUV,5,First Owner ,Manual,ashoknagar
2018 Used Mahindra XUV500 in Bhopal,XUV500,2018,1150000,Mahindra,62840,Diesel,SUV,7,First Owner,Manual,ashoknagar
2023 Used Mahindra Scorpio in Bhopal,Scorpio,2023,1650000,Mahindra,66180,Diesel,SUV,7,First Owner,Manual,ashoknagar
2017 Used Mercedes-Benz GLA in Bangalore,GLA [2017-2020],2017,1990000,Mercedes-Benz,54266,Diesel,SUV,5,Second Owner,Automatic,bangalore
2022 Used Land Rover Range Rover in Bangalore,Range Rover,2022,29900000,Land Rover,48000,Diesel,SUV,5,UnRegistered Car,Automatic (TC),bangalore
2019 Used Mercedes-Benz C-Class in Bangalore,C-Class [2018-2022],2019,3400000,Mercedes-Benz,36427,Diesel,Sedan,5,First Owner,Automatic,bangalore
2016 Used Honda CR-V in Bangalore,CR-V [2013-2018],2016,1100000,Honda,73075,Petrol,SUV,5,Second Owner,Automatic,bangalore
